Portafolio,Aporte_mensual,Valor_Final,Aportes_Totales,Rent_Anualizada,Vol_Anual,Sharpe,Sortino,Max_Drawdown
Conservador,200,92636.51534430486,46600,0.03601978542999218,0.06449927737646491,1.0302517079783469,1.3938155897466569,-0.14306019637171108
Moderado,200,127123.95464647128,46600,0.053044614510671106,0.12556907497094488,0.7064156826556165,0.9424655815782703,-0.20419430044163323
Agresivo,200,291271.7127860836,46600,0.09898356117006046,0.17827055912584636,0.8457834812855034,1.1873649681161909,-0.28880273027096726
